model,effort,num_requested,run,scenario_index,name,fen,canonical_fen,move,fen_valid,white_to_move,move_valid,is_checkmate,reasoning_length,error
anthropic/claude-opus-4.5,none,3,4,1,Queen and King Ladder Mate,5k2/8/5K2/8/8/8/8/7Q w - - 0 1,2k5/8/2K5/8/8/8/8/Q7,Qh8#,True,True,True,True,151,
anthropic/claude-opus-4.5,none,3,4,2,Arabian Mate,5k2/8/5NK1/8/8/8/8/7R w - - 0 1,2k5/8/1KN5/8/8/8/8/R7,Rh8#,True,True,True,False,151,Move gives check but not checkmate
anthropic/claude-opus-4.5,none,3,5,0,Back Rank Mate,6k1/5ppp/8/8/8/8/8/4R2K w - - 0 1,1k6/ppp5/8/8/8/8/8/K2R4,Re8#,True,True,True,True,169,
anthropic/claude-opus-4.5,none,3,5,1,Scholar's Mate Setup,r1bqkb1r/pppp1ppp/2n2n2/4p2Q/2B1P3/8/PPPP1PPP/RNB1K1NR w KQkq - 4 4,RN1K1BNR/PPP1PPPP/8/3P1B2/Q2p4/2n2n2/ppp1pppp/r1bkqb1r,Qxf7#,True,True,True,True,169,
anthropic/claude-opus-4.5,none,3,5,2,Smothered Mate,6rk/5Npp/8/8/8/8/8/7K w - - 0 1,,Nf7#,False,False,False,False,169,Invalid position (illegal board state)
anthropic/claude-opus-4.5,none,3,6,0,Back Rank Mate,6k1/5ppp/8/8/8/8/8/4R1K1 w - - 0 1,1K1R4/8/8/8/8/8/ppp5/1k6,Re8#,True,True,True,True,2939,
anthropic/claude-opus-4.5,none,3,6,1,Smothered Mate,5rk1/6pp/8/4N3/8/8/8/6K1 w - - 0 1,1K6/8/8/8/3N4/8/pp6/1kr5,Nf7#,True,True,True,False,2939,Move does not give check
anthropic/claude-opus-4.5,none,3,6,2,Queen and King Box Mate,k7/8/1QK5/8/8/8/8/8 w - - 0 1,7k/8/5KQ1/8/8/8/8/8,Qa7#,True,True,True,False,2939,Move gives check but not checkmate
anthropic/claude-opus-4.5,none,3,7,0,Back Rank Mate,6k1/5ppp/8/8/8/8/8/R5K1 w - - 0 1,1K5R/8/8/8/8/8/ppp5/1k6,Ra8#,True,True,True,True,3262,
anthropic/claude-opus-4.5,none,3,7,1,Queen Support Mate,7k/8/5QK1/8/8/8/8/8 w - - 0 1,,Qg7#,False,False,False,False,3262,Invalid position (illegal board state)
anthropic/claude-opus-4.5,none,3,7,2,Smothered Mate,6rk/6pp/8/4N3/8/8/8/K7 w - - 0 1,6rk/6pp/8/4N3/8/8/8/K7,Nf7#,True,True,True,True,3262,
anthropic/claude-opus-4.5,none,3,8,0,Back Rank Mate,6k1/5ppp/8/8/8/8/8/4K2R w - - 0 1,1k6/ppp5/8/8/8/8/8/R2K4,Rh8#,True,True,False,False,4435,Illegal move: Rh8#
anthropic/claude-opus-4.5,none,3,8,1,Back Rank Mate,6k1/5ppp/8/8/8/8/8/4K2R w - - 0 1,1k6/ppp5/8/8/8/8/8/R2K4,Rh8#,True,True,False,False,4435,Illegal move: Rh8#
anthropic/claude-opus-4.5,none,3,8,2,Arabian Mate,7k/8/5N1R/8/8/8/8/4K3 w - - 0 1,,Rh7#,False,False,False,False,4435,Invalid position (illegal board state)
anthropic/claude-opus-4.5,none,3,8,3,Queen and King Mate,7k/8/5K2/8/8/8/8/7Q w - - 0 1,,Qh7#,False,False,False,False,4435,Invalid position (illegal board state)
anthropic/claude-opus-4.5,none,3,9,0,Back Rank Mate,6k1/5ppp/8/8/8/8/8/4R2K w - - 0 1,1k6/ppp5/8/8/8/8/8/K2R4,Re8#,True,True,True,True,9347,
anthropic/claude-opus-4.5,none,3,9,1,Scholar's Mate,r1bqkb1r/pppp1ppp/2n2n2/4p2Q/2B1P3/8/PPPP1PPP/RNB1K1NR w KQkq - 4 4,RN1K1BNR/PPP1PPPP/8/3P1B2/Q2p4/2n2n2/ppp1pppp/r1bkqb1r,Qxf7#,True,True,True,True,9347,
anthropic/claude-opus-4.5,none,3,9,2,Smothered Mate,6rk/6pp/8/4N3/8/8/8/6K1 w - - 0 1,1K6/8/8/8/3N4/8/pp6/kr6,Nf7#,True,True,True,True,9347,
anthropic/claude-sonnet-4.5,high,10,1,0,Basic Back Rank Mate,6k1/5ppp/8/8/8/8/8/4R2K w - - 0 1,1k6/ppp5/8/8/8/8/8/K2R4,Re8#,True,True,True,True,12936,
anthropic/claude-sonnet-4.5,high,10,1,1,Queen's Back Rank Strike,6k1/5ppp/8/8/8/8/8/5Q1K w - - 0 1,1k6/ppp5/8/8/8/8/8/K1Q5,Qf8#,True,True,False,False,12936,Illegal move: Qf8#
anthropic/claude-sonnet-4.5,high,10,1,2,Royal Cooperation,6k1/8/6K1/8/8/8/6Q1/8 w - - 0 1,1k6/8/1K6/8/8/8/1Q6/8,Qg7#,True,True,False,False,12936,Illegal move: Qg7#
anthropic/claude-sonnet-4.5,high,10,1,3,Bishop and Rook Finale,6k1/6pp/6B1/8/8/8/8/4K2R w - - 0 1,1k6/pp6/1B6/8/8/8/8/R2K4,Rh8#,True,True,False,False,12936,Illegal move: Rh8#
anthropic/claude-sonnet-4.5,high,10,1,4,Arabian Night,7k/6pN/6P1/8/8/8/7K/6R1 w - - 0 1,1R6/K7/8/8/8/1P6/Np6/k7,Rh1#,True,True,True,False,12936,Move does not give check
anthropic/claude-sonnet-4.5,high,10,1,5,Pawn's Glory,1n3b1k/6Pp/8/8/8/8/6K1/8 w - - 0 1,,gxf8=Q#,False,False,False,False,12936,Invalid position (illegal board state)
anthropic/claude-sonnet-4.5,high,10,1,6,Smothered Victory,6rk/6pp/8/5N2/8/8/8/6K1 w - - 0 1,1K6/8/8/8/2N5/8/pp6/kr6,Nf7#,True,True,False,False,12936,Illegal move: Nf7#
anthropic/claude-sonnet-4.5,high,10,1,7,Queen's Diagonal Strike,7k/5Q1p/6pK/8/8/8/8/8 w - - 0 1,7k/5Q1p/6pK/8/8/8/8/8,Qg8#,True,True,True,False,12936,Move gives check but not checkmate
anthropic/claude-sonnet-4.5,high,10,1,8,Knight and Rook Dance,7k/6pp/5N2/8/8/8/8/5R1K w - - 0 1,5R1K/8/8/8/8/5N2/6pp/7k,Rf8#,True,True,False,False,12936,Illegal move: Rf8#
anthropic/claude-sonnet-4.5,high,10,1,9,Queen's Domination,r5k1/5Q1p/8/8/8/8/8/6K1 w - - 0 1,,Qg7#,False,False,False,False,12936,Invalid position (illegal board state)
anthropic/claude-sonnet-4.5,high,10,10,0,Back Rank Mate,r5k1/5ppp/8/8/8/8/8/4R1K1 w - - 0 1,1K1R4/8/8/8/8/8/ppp5/1k5r,Re8#,True,True,True,False,13993,Move gives check but not checkmate
anthropic/claude-sonnet-4.5,high,10,10,1,Queen Mate,6k1/8/5QK1/8/8/8/8/8 w - - 0 1,1k6/8/1KQ5/8/8/8/8/8,Qf8#,True,True,True,False,13993,Move gives check but not checkmate
anthropic/claude-sonnet-4.5,high,10,10,2,Smothered Knight Mate,6rk/7p/8/4N3/8/8/8/6K1 w - - 0 1,1K6/8/8/8/3N4/8/p7/kr6,Nf7#,True,True,False,False,13993,Illegal move: Nf7#
anthropic/claude-sonnet-4.5,high,10,10,3,Bishop Mate,K7/8/8/8/8/8/7p/3B3k w - - 0 1,3B3k/7p/8/8/8/8/8/K7,Bf3#,True,True,True,False,13993,Move gives check but not checkmate
anthropic/claude-sonnet-4.5,high,10,10,4,Pawn Promotion Mate,7k/6P1/8/8/8/8/8/6K1 w - - 0 1,,g8=Q#,False,False,False,False,13993,Invalid position (illegal board state)
anthropic/claude-sonnet-4.5,high,10,10,5,Rook Mate from the Side,4k3/4p3/4K3/8/8/8/8/7R w - - 0 1,3k4/3p4/3K4/8/8/8/8/R7,Rh8#,True,True,True,True,13993,
anthropic/claude-sonnet-4.5,high,10,10,6,Queen and King Ladder Mate,1k6/8/1K6/8/8/8/8/Q7 w - - 0 1,1k6/8/1K6/8/8/8/8/Q7,Qa8#,True,True,True,False,13993,Move gives check but not checkmate
anthropic/claude-sonnet-4.5,high,10,10,7,Two Rooks Mate,6k1/6R1/6K1/8/8/8/8/R7 w - - 0 1,,Ra8#,False,False,False,False,13993,Invalid position (illegal board state)
anthropic/claude-sonnet-4.5,high,10,10,8,Knight and King Mate,7k/7p/5NK1/8/8/8/8/8 w - - 0 1,7k/7p/5NK1/8/8/8/8/8,Nf7#,True,True,False,False,13993,Illegal move: Nf7#
anthropic/claude-sonnet-4.5,high,10,10,9,Bishop and Knight Mate,6k1/8/6KN/8/8/8/B7/8 w - - 0 1,,Bf7#,False,False,False,False,13993,Invalid position (illegal board state)
anthropic/claude-sonnet-4.5,high,10,2,0,Back Rank Mate,6k1/5ppp/8/8/8/8/8/R6K w - - 0 1,1k6/ppp5/8/8/8/8/8/K6R,Ra8#,True,True,True,True,15211,
anthropic/claude-sonnet-4.5,high,10,2,1,Arabian Mate,7k/5p2/5N1R/8/8/8/8/6K1 w - - 0 1,,Rh7#,False,False,False,False,15211,Invalid position (illegal board state)
anthropic/claude-sonnet-4.5,high,10,2,2,Ladder Mate,6k1/6P1/6K1/8/8/8/1R6/8 w - - 0 1,1k6/1P6/1K6/8/8/8/6R1/8,Rb8#,True,True,True,True,15211,
anthropic/claude-sonnet-4.5,high,10,2,3,Pawn Promotion Mate,6k1/4P3/6K1/8/8/8/8/8 w - - 0 1,1k6/3P4/1K6/8/8/8/8/8,e8=Q#,True,True,True,True,15211,
anthropic/claude-sonnet-4.5,high,10,2,4,Knight and Queen Mate,6k1/5pp1/5N2/8/8/8/8/Q6K w - - 0 1,,Qa8#,False,False,False,False,15211,Invalid position (illegal board state)
anthropic/claude-sonnet-4.5,high,10,2,5,Smothered Mate,6rk/5ppp/8/4N3/8/8/8/6K1 w - - 0 1,1K6/8/8/8/3N4/8/ppp5/kr6,Nf7#,True,True,True,True,15211,
anthropic/claude-sonnet-4.5,high,10,2,6,Queen and King Mate,7k/7p/6K1/6Q1/8/8/8/8 w - - 0 1,7k/7p/6K1/6Q1/8/8/8/8,Qg7#,True,True,False,False,15211,Illegal move: Qg7#
anthropic/claude-sonnet-4.5,high,10,2,7,Rook and King Mate,6k1/6K1/8/8/8/8/7R/8 w - - 0 1,,Rg2#,False,False,False,False,15211,Invalid position (illegal board state)
anthropic/claude-sonnet-4.5,high,10,2,8,Bishop and Rook Mate,6k1/5p1p/5B2/8/8/8/8/R6K w - - 0 1,1k6/p1p5/2B5/8/8/8/8/K6R,Ra8#,True,True,True,True,15211,
anthropic/claude-sonnet-4.5,high,10,2,9,Corner Queen Mate,k7/2Q5/2K5/8/8/8/8/8 w - - 0 1,7k/5Q2/5K2/8/8/8/8/8,Qb7#,True,True,True,True,15211,
anthropic/claude-sonnet-4.5,high,10,3,0,Back Rank Mate with Rook,6k1/5ppp/8/8/8/8/5PPP/4R1K1 w - - 0 1,1K1R4/PPP5/8/8/8/8/ppp5/1k6,Re8#,True,True,True,True,15190,
anthropic/claude-sonnet-4.5,high,10,3,1,Queen Mate on Seventh Rank,6k1/8/5Q2/8/8/8/8/6K1 w - - 0 1,1K6/8/8/8/8/2Q5/8/1k6,Qg7#,True,True,True,False,15190,Move gives check but not checkmate
anthropic/claude-sonnet-4.5,high,10,3,2,Rook Mate in Corner,k7/1K6/8/8/8/8/R7/8 w - - 0 1,,Ra7#,False,False,False,False,15190,Invalid position (illegal board state)
anthropic/claude-sonnet-4.5,high,10,3,3,Smothered Knight Mate,5r1k/6pp/8/4N3/8/8/8/6K1 w - - 0 1,1K6/8/8/8/3N4/8/pp6/k1r5,Ng6#,True,True,True,False,15190,Move gives check but not checkmate
anthropic/claude-sonnet-4.5,high,10,3,4,Bishop Diagonal Mate,7k/7p/8/8/8/8/1B6/K7 w - - 0 1,,Bg7#,False,False,False,False,15190,Invalid position (illegal board state)
anthropic/claude-sonnet-4.5,high,10,3,5,Pawn Promotion Mate,7k/5P1P/8/8/8/8/8/6K1 w - - 0 1,1K6/8/8/8/8/8/P1P5/k7,f8=Q#,True,True,True,False,15190,Move gives check but not checkmate
anthropic/claude-sonnet-4.5,high,10,3,6,Two Rooks Mate,6k1/6Rp/8/8/8/8/8/6KR w - - 0 1,,Rh8#,False,False,False,False,15190,Invalid position (illegal board state)
anthropic/claude-sonnet-4.5,high,10,3,7,Rook and Knight Coordination Mate,6k1/5RNP/8/8/8/8/8/6K1 w - - 0 1,,Rf8#,False,False,False,False,15190,Invalid position (illegal board state)
anthropic/claude-sonnet-4.5,high,10,3,8,Rook and Knight Back Rank Mate,7k/6p1/4RN2/8/8/8/8/6K1 w - - 0 1,1K6/8/8/8/8/2NR4/1p6/k7,Re8#,True,True,True,True,15190,
anthropic/claude-sonnet-4.5,high,10,3,9,Queen Back Rank Mate,7k/6pp/8/8/8/8/8/Q6K w - - 0 1,7k/6pp/8/8/8/8/8/Q6K,Qa8#,True,True,True,True,15190,
anthropic/claude-sonnet-4.5,high,10,4,0,Back Rank Mate,6k1/5ppp/8/8/8/8/8/4R1K1 w - - 0 1,1K1R4/8/8/8/8/8/ppp5/1k6,Re8#,True,True,True,True,13795,
anthropic/claude-sonnet-4.5,high,10,4,1,Queen Mate on the 7th,6k1/6P1/5QK1/8/8/8/8/8 w - - 0 1,1k6/1P6/1KQ5/8/8/8/8/8,Qf7#,True,True,True,True,13795,
anthropic/claude-sonnet-4.5,high,10,4,2,Smothered Mate,6rk/5ppp/8/6N1/8/8/8/6K1 w - - 0 1,1K6/8/8/8/1N6/8/ppp5/kr6,Nf7#,True,True,True,True,13795,
anthropic/claude-sonnet-4.5,high,10,4,3,Knight Checkmate,7k/5K1N/8/8/8/8/8/8 w - - 0 1,7k/5K1N/8/8/8/8/8/8,Nf6#,True,True,True,False,13795,Move does not give check
anthropic/claude-sonnet-4.5,high,10,4,4,Bishop Checkmate,7k/7P/5BK1/8/8/8/8/8 w - - 0 1,,Bg7#,False,False,False,False,13795,Invalid position (illegal board state)
anthropic/claude-sonnet-4.5,high,10,4,5,Pawn Promotion Mate,3k4/4P3/3K4/8/8/8/8/8 w - - 0 1,,e8=Q#,False,False,False,False,13795,Invalid position (illegal board state)
anthropic/claude-sonnet-4.5,high,10,4,6,Rook on the 8th Rank,6k1/5ppp/6K1/8/8/8/8/R7 w - - 0 1,1k6/ppp5/1K6/8/8/8/8/7R,Ra8#,True,True,False,False,13795,Illegal move: Ra8#
anthropic/claude-sonnet-4.5,high,10,4,7,Queen Diagonal Mate,k7/P7/K7/8/8/8/8/Q7 w - - 0 1,7Q/8/8/8/8/7K/7P/7k,Qh8#,True,True,True,True,13795,
anthropic/claude-sonnet-4.5,high,10,4,8,Knight and Rook Mate,7k/8/5NKR/8/8/8/8/8 w - - 0 1,,Rh7#,False,False,False,False,13795,Invalid position (illegal board state)
anthropic/claude-sonnet-4.5,high,10,4,9,Two Rooks Mate,5rk1/6R1/8/8/8/8/8/6KR w - - 0 1,,Rh8#,False,False,False,False,13795,Invalid position (illegal board state)
anthropic/claude-sonnet-4.5,high,10,5,0,Back Rank Mate,6k1/5ppp/8/8/8/8/5PPP/5RK1 w - - 0 1,1KR5/PPP5/8/8/8/8/ppp5/1k6,Rf8#,True,True,False,False,9368,Illegal move: Rf8#
anthropic/claude-sonnet-4.5,high,10,5,1,Queen Back Rank Mate,7k/5ppp/8/8/8/8/8/3Q2K1 w - - 0 1,1K2Q3/8/8/8/8/8/ppp5/k7,Qd8#,True,True,True,True,9368,
anthropic/claude-sonnet-4.5,high,10,5,2,Smothered Mate,6rk/5ppp/8/4N3/8/8/8/6K1 w - - 0 1,1K6/8/8/8/3N4/8/ppp5/kr6,Nf7#,True,True,True,True,9368,
anthropic/claude-sonnet-4.5,high,10,5,3,Seventh Rank Mate,7k/6p1/8/8/8/8/8/3R1K2 w - - 0 1,2K1R3/8/8/8/8/8/1p6/k7,Rd8#,True,True,True,False,9368,Move gives check but not checkmate
anthropic/claude-sonnet-4.5,high,10,5,4,Bishop Queen Mate,7k/6B1/8/8/8/8/6Q1/6K1 w - - 0 1,,Qg8#,False,False,False,False,9368,Invalid position (illegal board state)
anthropic/claude-sonnet-4.5,high,10,5,5,Arabian Mate,7k/5p2/5N2/8/8/8/8/4K2R w - - 0 1,,Rh7#,False,False,False,False,9368,Invalid position (illegal board state)
anthropic/claude-sonnet-4.5,high,10,5,6,Pawn Promotion Mate,7k/6P1/5K2/8/8/8/8/8 w - - 0 1,,g8=Q#,False,False,False,False,9368,Invalid position (illegal board state)
anthropic/claude-sonnet-4.5,high,10,5,7,Discovered Checkmate,4k3/2BpPpB1/8/8/8/3B4/8/4RK2 w - - 0 1,2KR4/8/4B3/8/8/8/1BpPpB2/3k4,Bb1#,True,True,True,False,9368,Move does not give check
anthropic/claude-sonnet-4.5,high,10,5,8,Epaulette Mate,3rkr2/8/4B3/8/8/8/4K3/4Q3 w - - 0 1,2rkr3/8/3B4/8/8/8/3K4/3Q4,Qe7#,True,True,False,False,9368,Illegal move: Qe7#
anthropic/claude-sonnet-4.5,high,10,5,9,Bishop Checkmate,6rk/6pp/8/8/8/8/8/B5K1 w - - 0 1,1K5B/8/8/8/8/8/pp6/kr6,Bc3#,True,True,True,False,9368,Move does not give check
anthropic/claude-sonnet-4.5,high,10,6,0,Back Rank Rook Mate,7k/6pp/8/8/8/8/8/R7 w - - 0 1,,Ra8#,False,False,False,False,13350,Invalid position (illegal board state)
anthropic/claude-sonnet-4.5,high,10,6,1,Queen Long Range Mate,8/8/8/8/8/8/6pp/Q6k w - - 0 1,,Qh8#,False,False,False,False,13350,Invalid position (illegal board state)
anthropic/claude-sonnet-4.5,high,10,6,2,Smothered Knight Mate,6rk/6pp/8/4N3/8/8/8/8 w - - 0 1,,Nf7#,False,False,False,False,13350,Invalid position (illegal board state)
anthropic/claude-sonnet-4.5,high,10,6,3,Bishop and Queen Mate,7k/8/8/8/3B4/8/8/6QR w - - 0 1,,Bf6#,False,False,False,False,13350,Invalid position (illegal board state)
anthropic/claude-sonnet-4.5,high,10,6,4,Pawn Promotion Mate,6rk/5Ppp/8/8/8/8/8/6R1 w - - 0 1,,fxg8=Q#,False,False,False,False,13350,Invalid position (illegal board state)
anthropic/claude-sonnet-4.5,high,10,6,5,Discovered Check Mate,k7/p7/8/8/N7/8/8/RR6 w - - 0 1,,Nc5#,False,False,False,False,13350,Invalid position (illegal board state)
anthropic/claude-sonnet-4.5,high,10,6,6,Epaulette Mate,3rkr2/8/8/8/8/B7/8/4Q3 w - - 0 1,,Qe7#,False,False,False,False,13350,Invalid position (illegal board state)
anthropic/claude-sonnet-4.5,high,10,6,7,Dovetail Mate,k7/1Q6/1K6/8/8/8/8/8 w - - 0 1,,Qa7#,False,False,False,False,13350,Invalid position (illegal board state)
anthropic/claude-sonnet-4.5,high,10,6,8,Back Rank Queen Mate,7k/5ppp/8/3Q4/8/8/8/8 w - - 0 1,,Qd8#,False,False,False,False,13350,Invalid position (illegal board state)
anthropic/claude-sonnet-4.5,high,10,6,9,Knight and Rook Mate,k7/pp6/8/3N5/8/8/8/1R6 w - - 0 1,,Nb6#,False,False,False,False,13350,Invalid FEN: expected 8 columns per row in position part of fen: 'k7/pp6/8/3N5/8/8/8/1R6'
anthropic/claude-sonnet-4.5,high,10,7,0,Back Rank Mate,6k1/5ppp/8/8/8/8/8/R6K w - - 0 1,1k6/ppp5/8/8/8/8/8/K6R,Ra8#,True,True,True,True,21006,
anthropic/claude-sonnet-4.5,high,10,7,1,Queen and King Mate,7k/5Q1P/6K1/8/8/8/8/8 w - - 0 1,7k/5Q1P/6K1/8/8/8/8/8,Qg7#,True,True,True,True,21006,
anthropic/claude-sonnet-4.5,high,10,7,2,Rook Mate,7k/7P/7K/8/8/8/8/R7 w - - 0 1,7R/8/8/8/8/K7/P7/k7,Ra8#,True,True,True,True,21006,
anthropic/claude-sonnet-4.5,high,10,7,3,Knight Mate,7k/5K1P/8/6N1/8/8/8/8 w - - 0 1,7k/5K1P/8/6N1/8/8/8/8,Nf7#,True,True,False,False,21006,Illegal move: Nf7#
anthropic/claude-sonnet-4.5,high,10,7,4,Two Rooks Mate,6k1/6R1/8/8/8/8/8/6KR w - - 0 1,,Rh8#,False,False,False,False,21006,Invalid position (illegal board state)
anthropic/claude-sonnet-4.5,high,10,7,5,Smothered Mate,5rkr/5ppp/8/5N2/8/8/8/6K1 w - - 0 1,1K6/8/8/8/2N5/8/ppp5/rkr5,Nh6#,True,True,True,False,21006,Move gives check but not checkmate
anthropic/claude-sonnet-4.5,high,10,7,6,Queen and Rook Mate,7r/7k/5KQ1/8/8/8/8/8 w - - 0 1,,Qg7#,False,False,False,False,21006,Invalid position (illegal board state)
anthropic/claude-sonnet-4.5,high,10,7,7,Pawn Promotion Mate,5k2/4P1N1/3K4/8/8/8/8/8 w - - 0 1,,e8=Q#,False,False,False,False,21006,Invalid position (illegal board state)
anthropic/claude-sonnet-4.5,high,10,7,8,Bishop and Rook Mate,7k/5R1P/7B/8/8/8/8/7K w - - 0 1,7K/8/8/8/8/7B/5R1P/7k,Rf8#,True,True,True,False,21006,Move gives check but not checkmate
anthropic/claude-sonnet-4.5,high,10,7,9,Back Rank with Pawn Support,6k1/5p1p/5P1P/8/8/8/8/3R3K w - - 0 1,1k6/p1p5/P1P5/8/8/8/8/K3R3,Rd8#,True,True,True,True,21006,
anthropic/claude-sonnet-4.5,high,10,8,0,Back Rank Mate,6k1/5ppp/8/8/8/8/8/K3R3 w - - 0 1,1k6/ppp5/8/8/8/8/8/3R3K,Re8#,True,True,True,True,17128,
anthropic/claude-sonnet-4.5,high,10,8,1,Queen Mate in Corner,7k/8/5Q2/8/8/8/8/K7 w - - 0 1,,Qg7#,False,False,False,False,17128,Invalid position (illegal board state)
anthropic/claude-sonnet-4.5,high,10,8,2,Smothered Mate,6rk/6pp/8/4N3/8/8/8/K7 w - - 0 1,6rk/6pp/8/4N3/8/8/8/K7,Nf7#,True,True,True,True,17128,
anthropic/claude-sonnet-4.5,high,10,8,3,Bishop and Queen Mate,7k/8/5BQ1/8/8/8/8/K7 w - - 0 1,,Bg7#,False,False,False,False,17128,Invalid position (illegal board state)
anthropic/claude-sonnet-4.5,high,10,8,4,Pawn Promotion Mate,7k/6P1/8/5Q2/8/8/8/K5R1 w - - 0 1,,g8=Q#,False,False,False,False,17128,Invalid position (illegal board state)
anthropic/claude-sonnet-4.5,high,10,8,5,Discovered Check Mate,5rkr/5ppp/8/8/8/8/6B1/K5R1 w - - 0 1,1R5K/1B6/8/8/8/8/ppp5/rkr5,Bh3#,True,True,True,False,17128,Move does not give check
anthropic/claude-sonnet-4.5,high,10,8,6,Queen Mate on Back Rank,4k3/8/8/8/8/8/8/K3Q3 w - - 0 1,,Qe7#,False,False,False,False,17128,Invalid position (illegal board state)
anthropic/claude-sonnet-4.5,high,10,8,7,Two Rooks Mate,4k3/R7/8/8/8/8/8/R6K w - - 0 1,3k4/7R/8/8/8/8/8/K6R,R1a8#,True,True,False,False,17128,Illegal move: R1a8#
anthropic/claude-sonnet-4.5,high,10,8,8,Double Check Mate,6k1/8/5QP1/8/6B1/8/8/K5R1 w - - 0 1,1R5K/8/8/1B6/8/1PQ5/8/1k6,Bf7#,True,True,False,False,17128,Illegal move: Bf7#
anthropic/claude-sonnet-4.5,high,10,8,9,Rook Mate with Support,7k/8/4BQ2/8/8/8/8/K6R w - - 0 1,,Rh7#,False,False,False,False,17128,Invalid position (illegal board state)
anthropic/claude-sonnet-4.5,high,10,9,0,Back Rank Mate with Rook,6k1/5ppp/8/8/8/8/5PPP/3R2K1 w - - 0 1,1K2R3/PPP5/8/8/8/8/ppp5/1k6,Rd8#,True,True,True,True,22981,
anthropic/claude-sonnet-4.5,high,10,9,1,Back Rank Mate with Queen,7k/6pp/8/8/8/8/8/Q6K w - - 0 1,7k/6pp/8/8/8/8/8/Q6K,Qa8#,True,True,True,True,22981,
anthropic/claude-sonnet-4.5,high,10,9,2,Diagonal Queen Mate,r5k1/5p1p/8/8/8/8/6Q1/7K w - - 0 1,,Qg7#,False,False,False,False,22981,Invalid position (illegal board state)
anthropic/claude-sonnet-4.5,high,10,9,3,Smothered Mate with Knight,6rk/6pp/7N/8/8/8/8/7K w - - 0 1,6rk/6pp/7N/8/8/8/8/7K,Nf7#,True,True,True,True,22981,
anthropic/claude-sonnet-4.5,high,10,9,4,Bishop and Queen Mate,7k/7p/8/4B3/8/8/6Q1/7K w - - 0 1,,Bf6#,False,False,False,False,22981,Invalid position (illegal board state)
anthropic/claude-sonnet-4.5,high,10,9,5,Pawn Promotion Mate,1k6/P7/1K6/8/8/8/8/8 w - - 0 1,,a8=Q#,False,False,False,False,22981,Invalid position (illegal board state)
anthropic/claude-sonnet-4.5,high,10,9,6,Queen and Rook Corner Mate,k7/8/8/8/8/8/1Q6/R6K w - - 0 1,,Qb7#,False,False,False,False,22981,Invalid position (illegal board state)
anthropic/claude-sonnet-4.5,high,10,9,7,Two Rooks Ladder Mate,k7/8/8/8/8/8/1R6/R6K w - - 0 1,,Ra7#,False,False,False,False,22981,Invalid position (illegal board state)
anthropic/claude-sonnet-4.5,high,10,9,8,Queen and Knight Mate,6k1/6pp/6N1/5Q2/8/8/8/7K w - - 0 1,1k6/pp6/1N6/2Q5/8/8/8/K7,Qf8#,True,True,True,True,22981,
anthropic/claude-sonnet-4.5,high,10,9,9,Queen Penetration Mate,5k2/6p1/4Q3/8/8/8/8/7K w - - 0 1,2k5/1p6/3Q4/8/8/8/8/K7,Qe8#,True,True,True,False,22981,Move gives check but not checkmate
anthropic/claude-sonnet-4.5,high,3,1,0,Back Rank Mate,6k1/5ppp/8/8/8/8/8/K3R3 w - - 0 1,1k6/ppp5/8/8/8/8/8/3R3K,Re8#,True,True,True,True,6979,
anthropic/claude-sonnet-4.5,high,3,1,1,Corridor Mate,6rk/6p1/8/4Q3/8/8/8/4K3 w - - 0 1,3K4/8/8/8/3Q4/8/1p6/kr6,Qh5#,True,True,True,True,6979,
anthropic/claude-sonnet-4.5,high,3,1,2,Smothered Mate,6rk/6pp/8/4N3/8/8/8/4K3 w - - 0 1,3K4/8/8/8/3N4/8/pp6/kr6,Nf7#,True,True,True,True,6979,
anthropic/claude-sonnet-4.5,high,3,10,0,Back Rank Mate,7k/5pp1/8/8/8/8/8/R3K3 w - - 0 1,3K3R/8/8/8/8/8/1pp5/k7,Ra8#,True,True,True,False,8108,Move gives check but not checkmate
anthropic/claude-sonnet-4.5,high,3,10,1,Queen and Pawn Mate,7k/7P/6Q1/8/8/8/8/4K3 w - - 0 1,3K4/8/8/8/8/1Q6/P7/k7,Qg7#,True,True,True,False,8108,Move gives check but not checkmate
anthropic/claude-sonnet-4.5,high,3,10,2,Corner Mate,8/8/8/8/8/8/1R6/k3K3 w - - 0 1,3K3k/6R1/8/8/8/8/8/8,Ra2#,True,True,True,False,8108,Move gives check but not checkmate
anthropic/claude-sonnet-4.5,high,3,2,0,Back Rank Mate,6k1/5ppp/8/8/8/8/8/R6K w - - 0 1,1k6/ppp5/8/8/8/8/8/K6R,Ra8#,True,True,True,True,6750,
anthropic/claude-sonnet-4.5,high,3,2,1,Queen Checkmate,7k/6pp/6Q1/8/8/8/6R1/6K1 w - - 0 1,1K6/1R6/8/8/8/1Q6/pp6/k7,Qg8#,True,True,False,False,6750,Illegal move: Qg8#
anthropic/claude-sonnet-4.5,high,3,2,2,Knight Checkmate,6rk/6pp/8/4N3/8/8/8/6K1 w - - 0 1,1K6/8/8/8/3N4/8/pp6/kr6,Ng6#,True,True,True,False,6750,Move gives check but not checkmate
anthropic/claude-sonnet-4.5,high,3,3,0,Queen Mate,7k/6pp/8/8/8/8/8/7Q w - - 0 1,,Qxh7#,False,False,False,False,7590,Invalid position (illegal board state)
